title,company_name,skills,location_city,skills_cleaned,skills_count,role
Backend Developer - Experienced,Global Company,Python; Node.js; Java; Django; Flask; Express.js; Spring Boot; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL; Git; Docker; Kubernetes; CI/CD; AWS; Azure; Microservices; Cloud; Agile,Remote/International,"python, node.js, java, django, flask, express.js, spring boot, postgresql, mongodb, redis, restful api, graphql, git, docker, kubernetes, ci/cd, aws, azure, microservices, cloud, agile",21,Software Engineering
Backend Developer - Experienced,Global Company,Java; Go; Python; Spring Boot; Express.js; Django; PostgreSQL; MySQL; MongoDB; Redis; RESTful API; GraphQL; gRPC; Git; Docker; Kubernetes; CI/CD; AWS; Azure; GCP; Agile; Microservices; Security,Remote/International,"java, go, python, spring boot, express.js, django, postgresql, mysql, mongodb, redis, restful api, graphql, grpc, git, docker, kubernetes, ci/cd, aws, azure, gcp, agile, microservices, security",23,Software Engineering
Backend Developer - Experienced,Global Company,Node.js; Python; Java; Express.js; Django; Spring Boot; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL; gRPC; Git; Docker; Kubernetes; CI/CD; AWS; Azure; Cloud; Agile; Microservices; Security,Remote/International,"node.js, python, java, express.js, django, spring boot, postgresql, mongodb, redis, restful api, graphql, grpc, git, docker, kubernetes, ci/cd, aws, azure, cloud, agile, microservices, security",22,Software Engineering
Backend Developer - Experienced,Global Company,Node.js; Python; Go; Express.js; Django; Flask; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL; gRPC; Git; Docker; Kubernetes; CI/CD; AWS; Azure; GCP; Microservices; Security,Remote/International,"node.js, python, go, express.js, django, flask, postgresql, mongodb, redis, restful api, graphql, grpc, git, docker, kubernetes, ci/cd, aws, azure, gcp, microservices, security",21,Software Engineering
Big Data Specialist,Global Company,"Hadoop (HDFS, MapReduce, Hive, Pig); Apache Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics (MongoDB, HBase); ETL concepts; Talend basics; Apache NiFi basics; Linux/Unix basics; Analytical thinking; Problem-solving; Teamwork",Remote/International,"hadoop (hdfs, mapreduce, hive, pig), apache spark basics, java basics, python basics, scala basics, sql basics, nosql basics (mongodb, hbase), etl concepts, talend basics, apache nifi basics, linux/unix basics, analytical thinking, problem-solving, teamwork",18,Data
Big Data Specialist,Global Company,Hadoop basics; Apache Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; ETL basics; Talend; Apache NiFi; Linux/Unix basics; Analytical thinking; Curiosity; Teamwork,Remote/International,"hadoop basics, apache spark basics, java basics, python basics, scala basics, sql basics, nosql basics, etl basics, talend, apache nifi, linux/unix basics, analytical thinking, curiosity, teamwork",14,Data
Big Data Specialist,Global Company,"Hadoop (HDFS, MapReduce, Hive); Apache Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; ETL concepts; Talend; Linux/Unix basics; Analytical thinking; Problem-solving; Teamwork",Remote/International,"hadoop (hdfs, mapreduce, hive), apache spark basics, java basics, python basics, scala basics, sql basics, nosql basics, etl concepts, talend, linux/unix basics, analytical thinking, problem-solving, teamwork",15,Data
Big Data Specialist,Global Company,Hadoop basics; Apache Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; Talend basics; Apache NiFi basics; Linux/Unix basics; Curiosity; Teamwork; Problem-solving,Remote/International,"hadoop basics, apache spark basics, java basics, python basics, scala basics, sql basics, nosql basics, talend basics, apache nifi basics, linux/unix basics, curiosity, teamwork, problem-solving",13,Data
Big Data Specialist,Global Company,"Hadoop (HDFS, MapReduce, Hive); Apache Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; ETL basics; Talend basics; Linux/Unix basics; Analytical thinking; Teamwork",Remote/International,"hadoop (hdfs, mapreduce, hive), apache spark basics, java basics, python basics, scala basics, sql basics, nosql basics, etl basics, talend basics, linux/unix basics, analytical thinking, teamwork",14,Data
Big Data Specialist,Global Company,Hadoop basics; Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; ETL concepts; Talend basics; Linux/Unix basics; Problem-solving; Curiosity; Teamwork,Remote/International,"hadoop basics, spark basics, java basics, python basics, scala basics, sql basics, nosql basics, etl concepts, talend basics, linux/unix basics, problem-solving, curiosity, teamwork",13,Data
Big Data Specialist,Global Company,Hadoop ecosystem basics; Apache Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; Talend basics; Linux/Unix basics; Analytical thinking; Teamwork; Problem-solving,Remote/International,"hadoop ecosystem basics, apache spark basics, java basics, python basics, scala basics, sql basics, nosql basics, talend basics, linux/unix basics, analytical thinking, teamwork, problem-solving",12,Data
Big Data Specialist,Global Company,Hadoop basics; Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; ETL basics; Talend basics; Linux/Unix basics; Curiosity; Teamwork; Analytical thinking,Remote/International,"hadoop basics, spark basics, java basics, python basics, scala basics, sql basics, nosql basics, etl basics, talend basics, linux/unix basics, curiosity, teamwork, analytical thinking",13,Data
Big Data Specialist,Global Company,"Hadoop (HDFS, Hive, MapReduce); Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; ETL basics; Talend basics; Linux/Unix basics; Analytical thinking; Teamwork",Remote/International,"hadoop (hdfs, hive, mapreduce), spark basics, java basics, python basics, scala basics, sql basics, nosql basics, etl basics, talend basics, linux/unix basics, analytical thinking, teamwork",14,Data
Big Data Specialist,Global Company,Hadoop basics; Apache Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; ETL concepts; Talend basics; Linux/Unix basics; Analytical thinking; Teamwork; Problem-solving,Remote/International,"hadoop basics, apache spark basics, java basics, python basics, scala basics, sql basics, nosql basics, etl concepts, talend basics, linux/unix basics, analytical thinking, teamwork, problem-solving",13,Data
Big Data Specialist,Global Company,Hadoop; Spark Streaming; Kafka; Flink; Java advanced; Python advanced; Scala advanced; Redshift; BigQuery; Snowflake; AWS big data services; Azure big data services; GCP big data services; Tableau; Power BI; MLlib basics; TensorFlow basics; Data governance; Leadership; Collaboration,Remote/International,"hadoop, spark streaming, kafka, flink, java advanced, python advanced, scala advanced, redshift, bigquery, snowflake, aws big data services, azure big data services, gcp big data services, tableau, power bi, mllib basics, tensorflow basics, data governance, leadership, collaboration",20,Data
Big Data Specialist,Global Company,Hadoop ecosystem; Spark Streaming; Kafka; Flink; Java; Scala; Python; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; QlikView; MLlib; TensorFlow basics; Data governance; Team leadership,Remote/International,"hadoop ecosystem, spark streaming, kafka, flink, java, scala, python, redshift, bigquery, snowflake, aws, azure, gcp, tableau, power bi, qlikview, mllib, tensorflow basics, data governance, team leadership",20,Data
Big Data Specialist,Global Company,Hadoop; Spark Streaming; Kafka; Flink; Java; Scala; Python; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; MLlib; TensorFlow basics; Data governance; Leadership; Collaboration,Remote/International,"hadoop, spark streaming, kafka, flink, java, scala, python, redshift, bigquery, snowflake, aws, azure, gcp, tableau, power bi, mllib, tensorflow basics, data governance, leadership, collaboration",20,Data
Big Data Specialist,Global Company,Hadoop; Spark Streaming; Kafka; Flink; Java; Python; Scala; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; MLlib; TensorFlow basics; Data governance; Leadership,Remote/International,"hadoop, spark streaming, kafka, flink, java, python, scala, redshift, bigquery, snowflake, aws, azure, gcp, tableau, power bi, mllib, tensorflow basics, data governance, leadership",19,Data
Big Data Specialist,Global Company,Hadoop; Spark Streaming; Kafka; Flink; Java; Scala; Python; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; QlikView; MLlib; TensorFlow basics; Data governance; Collaboration,Remote/International,"hadoop, spark streaming, kafka, flink, java, scala, python, redshift, bigquery, snowflake, aws, azure, gcp, tableau, power bi, qlikview, mllib, tensorflow basics, data governance, collaboration",20,Data
Big Data Specialist,Global Company,Hadoop; Spark Streaming; Kafka; Flink; Java; Python; Scala; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; MLlib; TensorFlow basics; Data governance; Leadership; Collaboration,Remote/International,"hadoop, spark streaming, kafka, flink, java, python, scala, redshift, bigquery, snowflake, aws, azure, gcp, tableau, power bi, mllib, tensorflow basics, data governance, leadership, collaboration",20,Data
Big Data Specialist,Global Company,Hadoop; Spark Streaming; Kafka; Flink; Java; Scala; Python; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; MLlib; TensorFlow basics; Data governance; Leadership,Remote/International,"hadoop, spark streaming, kafka, flink, java, scala, python, redshift, bigquery, snowflake, aws, azure, gcp, tableau, power bi, mllib, tensorflow basics, data governance, leadership",19,Data
Big Data Specialist,Global Company,Hadoop; Spark Streaming; Kafka; Flink; Java; Scala; Python; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; MLlib; TensorFlow basics; Data governance; Collaboration; Leadership,Remote/International,"hadoop, spark streaming, kafka, flink, java, scala, python, redshift, bigquery, snowflake, aws, azure, gcp, tableau, power bi, mllib, tensorflow basics, data governance, collaboration, leadership",20,Data
Big Data Specialist,Global Company,Hadoop; Spark Streaming; Kafka; Flink; Java; Python; Scala; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; MLlib; TensorFlow basics; Data governance; Leadership,Remote/International,"hadoop, spark streaming, kafka, flink, java, python, scala, redshift, bigquery, snowflake, aws, azure, gcp, tableau, power bi, mllib, tensorflow basics, data governance, leadership",19,Data
Big Data Specialist,Global Company,Hadoop; Spark Streaming; Kafka; Flink; Java; Scala; Python; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; MLlib; TensorFlow basics; Data governance; Collaboration; Leadership,Remote/International,"hadoop, spark streaming, kafka, flink, java, scala, python, redshift, bigquery, snowflake, aws, azure, gcp, tableau, power bi, mllib, tensorflow basics, data governance, collaboration, leadership",20,Data
Blockchain Developer,Global Company,Java basics; Python basics; C++ basics; Solidity basics; Ethereum fundamentals; Hyperledger basics; Corda basics; Smart contract development and testing; Cryptography basics; DApps basics; Git basics; Truffle basics; Remix IDE basics; Problem-solving; Communication; Teamwork,Remote/International,"java basics, python basics, c++ basics, solidity basics, ethereum fundamentals, hyperledger basics, corda basics, smart contract development and testing, cryptography basics, dapps basics, git basics, truffle basics, remix ide basics, problem-solving, communication, teamwork",16,AI/ML
Blockchain Developer,Global Company,Java basics; Python basics; C++ basics; Solidity basics; Ethereum fundamentals; Hyperledger basics; Smart contract testing; Cryptography fundamentals; DApps basics; Git; Truffle; Remix IDE; Problem-solving; Teamwork; Adaptability,Remote/International,"java basics, python basics, c++ basics, solidity basics, ethereum fundamentals, hyperledger basics, smart contract testing, cryptography fundamentals, dapps basics, git, truffle, remix ide, problem-solving, teamwork, adaptability",15,AI/ML
Blockchain Developer,Global Company,Java basics; Python basics; C++ basics; Solidity basics; Ethereum; Hyperledger; Corda; Smart contract implementation; Cryptography basics; DApps fundamentals; Git basics; Truffle; Remix IDE; Problem-solving; Communication; Collaboration,Remote/International,"java basics, python basics, c++ basics, solidity basics, ethereum, hyperledger, corda, smart contract implementation, cryptography basics, dapps fundamentals, git basics, truffle, remix ide, problem-solving, communication, collaboration",16,AI/ML
Blockchain Developer,Global Company,Java basics; Python basics; C++ basics; Solidity basics; Ethereum basics; Hyperledger basics; Corda basics; Smart contracts; Cryptography fundamentals; DApps basics; Git; Truffle; Remix IDE; Problem-solving; Teamwork; Adaptability,Remote/International,"java basics, python basics, c++ basics, solidity basics, ethereum basics, hyperledger basics, corda basics, smart contracts, cryptography fundamentals, dapps basics, git, truffle, remix ide, problem-solving, teamwork, adaptability",16,AI/ML
Blockchain Developer,Global Company,Java basics; Python basics; C++ basics; Solidity basics; Ethereum fundamentals; Hyperledger basics; Corda basics; Smart contract development; Cryptography basics; DApps basics; Git; Truffle; Remix IDE; Problem-solving; Communication; Collaboration,Remote/International,"java basics, python basics, c++ basics, solidity basics, ethereum fundamentals, hyperledger basics, corda basics, smart contract development, cryptography basics, dapps basics, git, truffle, remix ide, problem-solving, communication, collaboration",16,AI/ML
Blockchain Developer,Global Company,Java basics; Python basics; C++ basics; Solidity basics; Ethereum; Hyperledger; Corda basics; Smart contract implementation; Cryptography fundamentals; DApps basics; Git; Truffle; Remix IDE; Problem-solving; Teamwork; Adaptability,Remote/International,"java basics, python basics, c++ basics, solidity basics, ethereum, hyperledger, corda basics, smart contract implementation, cryptography fundamentals, dapps basics, git, truffle, remix ide, problem-solving, teamwork, adaptability",16,AI/ML
Blockchain Developer,Global Company,Java basics; Python basics; C++ basics; Solidity basics; Ethereum basics; Hyperledger basics; Smart contract testing; Cryptography basics; DApps fundamentals; Git; Truffle; Remix IDE; Problem-solving; Communication; Collaboration,Remote/International,"java basics, python basics, c++ basics, solidity basics, ethereum basics, hyperledger basics, smart contract testing, cryptography basics, dapps fundamentals, git, truffle, remix ide, problem-solving, communication, collaboration",15,AI/ML
Blockchain Developer,Global Company,Java basics; Python basics; C++ basics; Solidity basics; Ethereum; Hyperledger basics; Corda basics; Smart contract development; Cryptography basics; DApps basics; Git basics; Truffle; Remix IDE; Problem-solving; Teamwork; Adaptability,Remote/International,"java basics, python basics, c++ basics, solidity basics, ethereum, hyperledger basics, corda basics, smart contract development, cryptography basics, dapps basics, git basics, truffle, remix ide, problem-solving, teamwork, adaptability",16,AI/ML
Blockchain Developer,Global Company,Java basics; Python basics; C++ basics; Solidity basics; Ethereum basics; Hyperledger basics; Corda basics; Smart contracts basics; Cryptography fundamentals; DApps fundamentals; Git; Truffle; Remix IDE; Problem-solving; Communication; Teamwork,Remote/International,"java basics, python basics, c++ basics, solidity basics, ethereum basics, hyperledger basics, corda basics, smart contracts basics, cryptography fundamentals, dapps fundamentals, git, truffle, remix ide, problem-solving, communication, teamwork",16,AI/ML
Blockchain Developer,Global Company,Java basics; Python basics; C++ basics; Solidity basics; Ethereum fundamentals; Hyperledger basics; Corda basics; Smart contract implementation; Cryptography fundamentals; DApps basics; Git; Truffle; Remix IDE; Problem-solving; Teamwork; Collaboration,Remote/International,"java basics, python basics, c++ basics, solidity basics, ethereum fundamentals, hyperledger basics, corda basics, smart contract implementation, cryptography fundamentals, dapps basics, git, truffle, remix ide, problem-solving, teamwork, collaboration",16,AI/ML
Blockchain Developer,Global Company,Java advanced; Python advanced; Solidity advanced; Rust basics; Ethereum; Hyperledger Fabric; Corda; Smart contract optimization; Cryptography advanced; Scalable DApps; Cross-chain development; Git advanced; Truffle advanced; Remix IDE advanced; Leadership; Collaboration; Problem-solving,Remote/International,"java advanced, python advanced, solidity advanced, rust basics, ethereum, hyperledger fabric, corda, smart contract optimization, cryptography advanced, scalable dapps, cross-chain development, git advanced, truffle advanced, remix ide advanced, leadership, collaboration, problem-solving",17,AI/ML
Blockchain Developer,Global Company,Java advanced; Python advanced; Solidity advanced; Rust basics; Ethereum; Hyperledger; Corda; Smart contract security audits; Gas optimization; Cryptography advanced; Scalable DApps; Cross-chain interoperability; Cloud integration; Leadership; Mentoring; Collaboration,Remote/International,"java advanced, python advanced, solidity advanced, rust basics, ethereum, hyperledger, corda, smart contract security audits, gas optimization, cryptography advanced, scalable dapps, cross-chain interoperability, cloud integration, leadership, mentoring, collaboration",16,AI/ML
Blockchain Developer,Global Company,Java advanced; Python advanced; Solidity advanced; Rust basics; Ethereum multi-chain; Hyperledger advanced; Corda; Smart contract optimization and security audits; Cryptography expert; Scalable DApps; Cross-chain; Cloud integration; Leadership; Project management; Team collaboration,Remote/International,"java advanced, python advanced, solidity advanced, rust basics, ethereum multi-chain, hyperledger advanced, corda, smart contract optimization and security audits, cryptography expert, scalable dapps, cross-chain, cloud integration, leadership, project management, team collaboration",15,AI/ML
Blockchain Developer,Global Company,Java advanced; Python advanced; Solidity advanced; Rust basics; Ethereum; Hyperledger; Corda; Smart contract optimization; Cryptography; Scalable DApps; Cross-chain interoperability; Cloud integration; Leadership; Mentoring; Team collaboration; Innovation management,Remote/International,"java advanced, python advanced, solidity advanced, rust basics, ethereum, hyperledger, corda, smart contract optimization, cryptography, scalable dapps, cross-chain interoperability, cloud integration, leadership, mentoring, team collaboration, innovation management",16,AI/ML
Blockchain Developer,Global Company,Java advanced; Python advanced; Solidity advanced; Rust basics; Ethereum multi-chain; Hyperledger Fabric; Corda; Smart contract security audits; Gas optimization; Cryptography advanced; Scalable DApps; Cross-chain solutions; Cloud integration; Leadership; Project management; Innovation management,Remote/International,"java advanced, python advanced, solidity advanced, rust basics, ethereum multi-chain, hyperledger fabric, corda, smart contract security audits, gas optimization, cryptography advanced, scalable dapps, cross-chain solutions, cloud integration, leadership, project management, innovation management",16,AI/ML
Blockchain Developer,Global Company,Java advanced; Python advanced; Solidity advanced; Rust basics; Ethereum multi-chain; Hyperledger; Corda; Smart contract optimization; Cryptography expert; Scalable DApps; Cross-chain interoperability; Cloud integration; Leadership; Team management; Innovation strategies,Remote/International,"java advanced, python advanced, solidity advanced, rust basics, ethereum multi-chain, hyperledger, corda, smart contract optimization, cryptography expert, scalable dapps, cross-chain interoperability, cloud integration, leadership, team management, innovation strategies",15,AI/ML
Blockchain Developer,Global Company,Java advanced; Python advanced; Solidity advanced; Rust basics; Ethereum; Hyperledger; Corda; Smart contract optimization; Cryptography advanced; Scalable DApps; Cross-chain solutions; Cloud integration; Leadership; Project management; Team collaboration; Innovation,Remote/International,"java advanced, python advanced, solidity advanced, rust basics, ethereum, hyperledger, corda, smart contract optimization, cryptography advanced, scalable dapps, cross-chain solutions, cloud integration, leadership, project management, team collaboration, innovation",16,AI/ML
Blockchain Developer,Global Company,Java advanced; Python advanced; Solidity advanced; Rust basics; Ethereum multi-chain; Hyperledger Fabric; Corda; Smart contract security audits; Gas optimization; Cryptography advanced; Scalable DApps; Cross-chain; Cloud integration; Leadership; Mentoring; Project management,Remote/International,"java advanced, python advanced, solidity advanced, rust basics, ethereum multi-chain, hyperledger fabric, corda, smart contract security audits, gas optimization, cryptography advanced, scalable dapps, cross-chain, cloud integration, leadership, mentoring, project management",16,AI/ML
Blockchain Developer,Global Company,Java advanced; Python advanced; Solidity advanced; Rust basics; Ethereum multi-chain; Hyperledger; Corda; Smart contract optimization; Cryptography expert; Scalable DApps; Cross-chain interoperability; Cloud integration; Leadership; Team management; Innovation; Stakeholder collaboration,Remote/International,"java advanced, python advanced, solidity advanced, rust basics, ethereum multi-chain, hyperledger, corda, smart contract optimization, cryptography expert, scalable dapps, cross-chain interoperability, cloud integration, leadership, team management, innovation, stakeholder collaboration",16,AI/ML
Blockchain Developer,Global Company,Java advanced; Python advanced; Solidity advanced; Rust basics; Ethereum multi-chain; Hyperledger; Corda; Smart contract security audits; Gas optimization; Cryptography advanced; Scalable DApps; Cross-chain interoperability; Cloud integration; Leadership; Project management; Innovation; Mentorship,Remote/International,"java advanced, python advanced, solidity advanced, rust basics, ethereum multi-chain, hyperledger, corda, smart contract security audits, gas optimization, cryptography advanced, scalable dapps, cross-chain interoperability, cloud integration, leadership, project management, innovation, mentorship",17,AI/ML
Business Analyst,Global Company,Data analysis; Excel; SQL basics; Tableau basics; Power BI basics; Requirement gathering; Documentation; Agile methodology awareness; Communication; Problem-solving,Remote/International,"data analysis, excel, sql basics, tableau basics, power bi basics, requirement gathering, documentation, agile methodology awareness, communication, problem-solving",10,Other Tech
Business Analyst,Global Company,Advanced data analysis; SQL; Tableau; Power BI; Business process mapping; Requirement gathering; Agile methodologies; Stakeholder communication; Critical thinking; Data storytelling,Remote/International,"advanced data analysis, sql, tableau, power bi, business process mapping, requirement gathering, agile methodologies, stakeholder communication, critical thinking, data storytelling",10,Other Tech
Business Analyst,Global Company,Business intelligence; Advanced SQL; Tableau; Power BI; SAS; AI-driven analytics; Requirement gathering; Agile project management; Stakeholder management; Strategic planning,Remote/International,"business intelligence, advanced sql, tableau, power bi, sas, ai-driven analytics, requirement gathering, agile project management, stakeholder management, strategic planning",10,Other Tech
Business Analyst,Global Company,Advanced analytics; SQL; Excel; Tableau; Power BI; AI-enhanced analytics; Requirement elicitation; Agile leadership; Stakeholder engagement; Business process optimization,Remote/International,"advanced analytics, sql, excel, tableau, power bi, ai-enhanced analytics, requirement elicitation, agile leadership, stakeholder engagement, business process optimization",10,Other Tech
Business Analyst,Global Company,Data interpretation; Excel; SQL basics; Power BI basics; Requirement documentation; Agile fundamentals; Communication; Team collaboration; Problem-solving; Research skills,Remote/International,"data interpretation, excel, sql basics, power bi basics, requirement documentation, agile fundamentals, communication, team collaboration, problem-solving, research skills",10,Other Tech
Business Analyst,Global Company,Data analysis; SQL; Tableau; Power BI; Business process modeling; Requirement gathering; Agile project management; Stakeholder communication; Critical thinking; Data storytelling,Remote/International,"data analysis, sql, tableau, power bi, business process modeling, requirement gathering, agile project management, stakeholder communication, critical thinking, data storytelling",10,Other Tech
Business Analyst,Global Company,Business intelligence; Advanced SQL; Tableau; Power BI; SAS; AI-powered analytics; Requirement elicitation; Agile methodology; Stakeholder management; Strategic planning,Remote/International,"business intelligence, advanced sql, tableau, power bi, sas, ai-powered analytics, requirement elicitation, agile methodology, stakeholder management, strategic planning",10,Other Tech
Business Analyst,Global Company,Advanced data analysis; SQL; Excel; Tableau; Power BI; AI-enhanced analytics; Requirement management; Agile leadership; Stakeholder engagement; Business process optimization,Remote/International,"advanced data analysis, sql, excel, tableau, power bi, ai-enhanced analytics, requirement management, agile leadership, stakeholder engagement, business process optimization",10,Other Tech
Business Analyst,Global Company,Data analysis basics; Excel; SQL; Power BI basics; Requirement documentation; Agile fundamentals; Communication; Problem-solving; Collaboration; Research,Remote/International,"data analysis basics, excel, sql, power bi basics, requirement documentation, agile fundamentals, communication, problem-solving, collaboration, research",10,Other Tech
Business Analyst,Global Company,Data analysis; SQL; Tableau; Power BI; Business process modeling; Requirement gathering; Agile methodology; Stakeholder communication; Critical thinking; Data storytelling,Remote/International,"data analysis, sql, tableau, power bi, business process modeling, requirement gathering, agile methodology, stakeholder communication, critical thinking, data storytelling",10,Other Tech
Business Analyst,Global Company,Advanced SQL; Tableau; Power BI; Business Intelligence; SAS; AI-driven analytics; Requirement elicitation; Agile methodology; Stakeholder management; Strategic planning,Remote/International,"advanced sql, tableau, power bi, business intelligence, sas, ai-driven analytics, requirement elicitation, agile methodology, stakeholder management, strategic planning",10,Other Tech
Business Analyst,Global Company,Data analysis; SQL; Excel; Tableau; Power BI; AI-enhanced analytics; Requirement management; Agile leadership; Stakeholder engagement; Business process optimization,Remote/International,"data analysis, sql, excel, tableau, power bi, ai-enhanced analytics, requirement management, agile leadership, stakeholder engagement, business process optimization",10,Other Tech
Business Analyst,Global Company,Basic data analysis; Excel; SQL; Power BI basics; Requirement documentation; Agile fundamentals; Communication; Problem-solving; Collaboration; Research,Remote/International,"basic data analysis, excel, sql, power bi basics, requirement documentation, agile fundamentals, communication, problem-solving, collaboration, research",10,Other Tech
Business Analyst,Global Company,Data analysis; SQL; Tableau; Power BI; Business process modeling; Requirement gathering; Agile methodology; Stakeholder communication; Critical thinking; Data storytelling,Remote/International,"data analysis, sql, tableau, power bi, business process modeling, requirement gathering, agile methodology, stakeholder communication, critical thinking, data storytelling",10,Other Tech
Business Analyst,Global Company,Business Intelligence; Advanced SQL; Tableau; Power BI; SAS; AI-driven analytics; Requirement elicitation; Agile methodology; Stakeholder management; Strategic planning,Remote/International,"business intelligence, advanced sql, tableau, power bi, sas, ai-driven analytics, requirement elicitation, agile methodology, stakeholder management, strategic planning",10,Other Tech
Business Analyst,Global Company,Advanced data analysis; SQL; Excel; Tableau; Power BI; AI-enhanced analytics; Requirement management; Agile leadership; Stakeholder engagement; Business process optimization,Remote/International,"advanced data analysis, sql, excel, tableau, power bi, ai-enhanced analytics, requirement management, agile leadership, stakeholder engagement, business process optimization",10,Other Tech
Business Analyst,Global Company,Data analysis basics; Excel; SQL basics; Power BI basics; Requirement documentation; Agile fundamentals; Communication; Problem-solving; Collaboration; Research,Remote/International,"data analysis basics, excel, sql basics, power bi basics, requirement documentation, agile fundamentals, communication, problem-solving, collaboration, research",10,Other Tech
Business Analyst,Global Company,Data analysis; SQL; Tableau; Power BI; Business process modeling; Requirement gathering; Agile methodology; Stakeholder communication; Critical thinking; Data storytelling,Remote/International,"data analysis, sql, tableau, power bi, business process modeling, requirement gathering, agile methodology, stakeholder communication, critical thinking, data storytelling",10,Other Tech
Business Analyst,Global Company,Advanced SQL; Tableau; Power BI; Business Intelligence; SAS; AI-driven analytics; Requirement elicitation; Agile methodology; Stakeholder management; Strategic planning,Remote/International,"advanced sql, tableau, power bi, business intelligence, sas, ai-driven analytics, requirement elicitation, agile methodology, stakeholder management, strategic planning",10,Other Tech
Business Analyst,Global Company,Advanced data analysis; SQL; Excel; Tableau; Power BI; AI-enhanced analytics; Requirement management; Agile leadership; Stakeholder engagement; Business process optimization,Remote/International,"advanced data analysis, sql, excel, tableau, power bi, ai-enhanced analytics, requirement management, agile leadership, stakeholder engagement, business process optimization",10,Other Tech
BI Analyst - Fresher,Global Company,SQL; MySQL basics; PostgreSQL basics; Tableau; Power BI; Excel charts and dashboards; Basic statistics; ETL awareness; Business acumen; Data analysis,Remote/International,"sql, mysql basics, postgresql basics, tableau, power bi, excel charts and dashboards, basic statistics, etl awareness, business acumen, data analysis",10,Other Tech
BI Analyst - Fresher,Global Company,SQL querying; Tableau; Power BI; Excel charts and pivot tables; Basic statistical analysis; ETL process awareness,Remote/International,"sql querying, tableau, power bi, excel charts and pivot tables, basic statistical analysis, etl process awareness",6,Other Tech
BI Analyst - Fresher,Global Company,SQL; MySQL; PostgreSQL; Tableau; Power BI; Excel dashboards; Basic statistics; ETL process understanding; KPI knowledge,Remote/International,"sql, mysql, postgresql, tableau, power bi, excel dashboards, basic statistics, etl process understanding, kpi knowledge",9,Other Tech
BI Analyst - Fresher,Global Company,SQL; MySQL; PostgreSQL; Tableau; Power BI; Excel charts; Basic statistical analysis; ETL understanding; Business metrics awareness,Remote/International,"sql, mysql, postgresql, tableau, power bi, excel charts, basic statistical analysis, etl understanding, business metrics awareness",9,Other Tech
BI Analyst - Fresher,Global Company,SQL querying; MySQL/PostgreSQL; Tableau; Power BI; Excel visualization; Data analysis; ETL process knowledge; KPI understanding,Remote/International,"sql querying, mysql/postgresql, tableau, power bi, excel visualization, data analysis, etl process knowledge, kpi understanding",8,Other Tech
BI Analyst - Fresher,Global Company,SQL; MySQL; PostgreSQL; Tableau; Power BI; Excel; Basic data analysis; Statistics; ETL understanding; Business acumen,Remote/International,"sql, mysql, postgresql, tableau, power bi, excel, basic data analysis, statistics, etl understanding, business acumen",10,Other Tech
BI Analyst - Fresher,Global Company,SQL; MySQL/PostgreSQL; Tableau; Power BI; Excel charts; Basic statistics; ETL understanding; Business metrics awareness,Remote/International,"sql, mysql/postgresql, tableau, power bi, excel charts, basic statistics, etl understanding, business metrics awareness",8,Other Tech
BI Analyst - Fresher,Global Company,SQL; MySQL/PostgreSQL; Tableau; Power BI; Excel; Basic statistics; ETL process understanding; Business process knowledge,Remote/International,"sql, mysql/postgresql, tableau, power bi, excel, basic statistics, etl process understanding, business process knowledge",8,Other Tech
BI Analyst - Fresher,Global Company,SQL; MySQL/PostgreSQL; Tableau; Power BI; Excel charts and dashboards; Basic statistics; ETL knowledge; KPI understanding,Remote/International,"sql, mysql/postgresql, tableau, power bi, excel charts and dashboards, basic statistics, etl knowledge, kpi understanding",8,Other Tech
